"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"stateyrv62","-.0329897",".022414","-1.471836",".1410652","-.0377917",".0104721","-3.608797",".0003076","-.0257741",".0190929","-1.34993",".1770383","-.0154643",".0186568","-.8288832",".4071705","-.0374497",".021045","-1.779502",".0751576","-.1288492",".0252064","-5.11177","3.19e-07","-.0059272",".0249198","-.2378504",".8119971",".0228195",".0206288","1.106196",".2686418",".0237849",".0204395","1.163673",".2445565",".0012654",".0209519",".0603953",".9518408"
"stateyrv63",".0307609",".0134931","2.279747",".0226227","-.026222",".0087431","-2.999164",".0027072",".0380223",".0094879","4.007446",".0000614",".0411312",".0093441","4.401827",".0000107",".0345015",".0102587","3.363157",".0007706","-.1452823",".0236107","-6.153243","7.59e-10",".0048212",".0205587",".2345069",".8145915",".0024286",".0191212",".1270101",".8989324",".0027959",".0190351",".1468831",".8832243","-.0057726",".0184017","-.3137011",".7537481"
"stateyrv64",".0158096",".013264","1.191919",".233293","-.0304964",".0084839","-3.594634",".0003248",".0237275",".0093781","2.530091",".0114033",".0248975",".0092149","2.701883",".0068948",".0224026",".0098715","2.26941",".0232434","-.0878612",".0246114","-3.569938",".0003571","-.0153895",".0203586","-.7559217",".4496961",".0589664",".020189","2.920713",".0034923",".0591845",".0202755","2.91902",".0035113",".0540977",".0195546","2.766489",".0056663"
"stateyrv65",".0265119",".0138393","1.915694",".0554041","-.0278616",".011165","-2.495428",".0125805",".0346993",".0096365","3.600832",".0003172",".0384154",".0092565","4.150095",".0000332",".030491",".0103686","2.940708",".0032746","-.217764",".0300493","-7.2469","4.26e-13","-.0179622",".0209846","-.8559704",".3920142","-.0712738",".0249189","-2.860227",".0042334","-.07087",".025002","-2.834568",".0045888","-.0802885",".0245205","-3.274348",".0010591"
"stateyrv66","-.0213641",".024524","-.8711477",".3836735","-.0307734",".0099907","-3.080195",".0020687","-.013892",".0271307","-.5120401",".608623","-.0128487",".0255155","-.5035626",".6145688","-.0150736",".0293698","-.5132366",".6077858","-.1917176",".0286711","-6.686793","2.28e-11",".0081478",".0209949",".3880833",".6979544","-.0535727",".0214172","-2.501382",".012371","-.0532629",".0213369","-2.496278",".0125504","-.0604896",".0207104","-2.92074",".003492"
"stateyrv67",".0656397",".0152597","4.301511",".000017","-.0477887",".011058","-4.321652",".0000155",".0726507",".0125407","5.793198","6.91e-09",".0697128",".0125811","5.541079","3.01e-08",".0759779",".012786","5.942252","2.81e-09","-.1392286",".0284983","-4.885514","1.03e-06","-.0234172",".0232441","-1.007446",".3137205",".0059717",".0238741",".2501318",".8024855",".0057906",".0240055",".2412189",".8093855",".0100145",".0235206",".4257743",".6702723"
"stateyrv68",".0353942",".0151821","2.331304",".0197373","-.0142747",".0084872","-1.681903",".0925877",".041642",".012334","3.376209",".0007349",".0400001",".0118899","3.364206",".0007676",".0435015",".0130691","3.328578",".0008729","-.1324019",".0244175","-5.422427","5.88e-08","-.0157991",".0205473","-.7689161",".4419431",".0109626",".0200668",".5463038",".5848571",".0107912",".0201804",".5347393",".5928301",".0147872",".0197262",".749626",".45348"
"stateyrv69",".0409136",".0155035","2.638993",".0083153","-.0305849",".0083435","-3.665734",".0002466",".0471228",".0130055","3.623283",".0002909",".0395046",".0138782","2.846515",".0044201",".0557502",".0123538","4.512811","6.40e-06","-.1320923",".0246724","-5.353853","8.61e-08","-.0317941",".0199927","-1.590288",".11177",".0085529",".020033",".4269408",".6694225",".0079383",".020517",".386912",".6988214",".0222751",".019315","1.153251",".2488073"
"stateyrv70",".0480544",".0152461","3.151909",".0016221","-.0233484",".0083607","-2.792649",".0052278",".0531989",".0116609","4.562167","5.06e-06",".0437357",".0136266","3.209577",".0013293",".0639159",".0106968","5.975245","2.30e-09","-.1432344",".0249184","-5.748149","9.02e-09","-.0230746",".0203429","-1.134283",".2566757","-.0091764",".0203461","-.4510152",".6519786","-.0099632",".0210178","-.4740364",".6354739",".0083899",".0197494",".4248201",".6709678"
"stateyrv71","-.0158609",".0160098","-.9906995",".3218323","-.0464397",".0088871","-5.225501","1.74e-07","-.0096595",".0132332","-.7299467",".4654228","-.0098136",".0120055","-.8174253",".4136854","-.009485",".0149922","-.6326632",".5269536","-.1053181",".0272366","-3.866791",".0001103",".0194828",".0209386",".9304731",".3521262",".0360081",".0229482","1.569104",".1166238",".0359215",".0230301","1.559765",".1188155",".037942",".0224958","1.686628",".0916748"
"stateyrv72",".0369848",".015879","2.329174",".0198499","-.0239995",".0107217","-2.238404",".0251947",".0438941",".013203","3.324558",".0008856",".0402828",".0130807","3.079561",".0020731",".0479838",".0134779","3.560184",".0003706","-.1423513",".0250434","-5.684182","1.31e-08",".0162942",".0209198",".7788862",".4360467","-.0011965",".0204031","-.0586415",".9532376","-.001426",".0205634","-.0693482",".9447125",".0039289",".0193605",".2029311",".8391889"
"stateyrv73","-.0868576",".0241141","-3.601942",".0003158","-.0391779",".0122675","-3.193647",".0014049","-.0788389",".0191401","-4.119049",".000038","-.0634101",".0200398","-3.164211",".001555","-.0963118",".0216427","-4.450085","8.58e-06","-.2286899",".0304176","-7.518335","5.55e-14","-.002185",".0257574","-.0848304",".9323962","-.0753486",".0257624","-2.924747",".0034474","-.0738957",".0255891","-2.887778",".0038797","-.1077844",".029801","-3.616805",".0002983"
"stateyrv74",".0149762",".0138649","1.080154",".2800735","-.0226493",".0089362","-2.534538",".0112596",".0216871",".0108225","2.003883",".0450826",".0189305",".0110467","1.71368",".0865875",".0248088",".0108539","2.285701",".0222718","-.1695101",".0240934","-7.035543","1.98e-12","-.0034803",".0203964","-.1706357",".8645102","-.0272375",".0204472","-1.332088",".1828311","-.027405",".0205822","-1.331489",".1830282","-.0234996",".0194942","-1.20547",".2280218"
"stateyrv75",".0260249",".0137172","1.897248",".0577952","-.0346065",".0088549","-3.908188",".000093",".0331681",".0102756","3.227867",".0012472",".0270227",".011499","2.349994",".0187737",".0401278",".009726","4.125803",".0000369","-.1457903",".0239983","-6.075013","1.24e-09","-.0210878",".0205504","-1.026151",".3048205","-.0050478",".0195766","-.2578464",".7965254","-.0055499",".0199549","-.2781206",".7809198",".0061621",".018549",".3322067",".7397332"
"stateyrv76",".0298877",".0156259","1.912699",".0557867","-.0261144",".0101524","-2.572235",".0101044",".0370413",".0130222","2.84447",".0044485",".0314255",".0141865","2.215168",".0267485",".0434011",".0126402","3.433592",".0005956","-.1749476",".0247695","-7.063014","1.63e-12","-.0243518",".0206996","-1.176437",".2394203","-.0357322",".0203451","-1.756305",".0790363","-.0361542",".0206974","-1.746801",".0806718","-.0263093",".0193776","-1.35772",".1745525"
"stateyrv77","-.0346802",".0264638","-1.31048",".1900336","-.0251893",".0146466","-1.71981",".0854671","-.0278162",".0196364","-1.416566",".1566098","-.0297724",".0192358","-1.547761",".1216799","-.0256009",".0204308","-1.25305",".2101876","-.1402568",".0397674","-3.526928",".0004204","-.0054115",".0284726","-.19006",".8492621","-.0047536",".0346399","-.137228",".8908506","-.0048316",".0346917","-.1392731",".8892343","-.003011",".0345199","-.0872244",".9304931"
"stateyrv78",".0386965",".016492","2.34638",".0189567","-.0383446",".0099637","-3.848416",".0001189",".0459459",".0141532","3.246323",".0011691",".0430772",".0142597","3.020897",".0025203",".0491947",".0144029","3.415617",".0006364","-.1729196",".0249743","-6.923891","4.39e-12",".0145508",".0240833",".6041866",".5457196","-.0300809",".0218578","-1.376209",".168757","-.0302633",".0220012","-1.37553",".1689672","-.026009",".0210189","-1.23741",".215935"
"stateyrv79","-.0034772",".013896","-.2502275",".8024114","-.0192838",".0095676","-2.015539",".0438482",".0029656",".0106662",".2780389",".7809825",".0031253",".0097608",".3201901",".7488242",".0027847",".0119829",".2323926",".8162331","-.1642516",".0283299","-5.797817","6.72e-09",".0333523",".0209619","1.591088",".1115899","-.0194048",".0243274","-.7976525",".4250722","-.0194394",".0243108","-.7996172",".4239326","-.0186337",".0252231","-.7387539",".4600564"
"stateyrv80",".0010786",".0140296",".0768835",".9387162","-.0088795",".0088882","-.9990227",".3177837",".0078561",".011238",".6990612",".4845138",".0049055",".0111433",".4402159",".6597808",".0111976",".0113879",".9832885",".3254655","-.1619132",".0244148","-6.631777","3.32e-11",".0256445",".0205397","1.248534",".2118355","-.018044",".0203292","-.887588",".3747624","-.0182322",".0204927","-.8896918",".3736314","-.0138427",".0196931","-.7029209",".4821051"
"stateyrv81","-.0062448",".0130809","-.4773944",".6330813","-.0050003",".008505","-.5879206",".5565856","-.0003641",".0097403","-.0373771",".9701844","-.0035892",".0099213","-.3617632",".717529",".0032883",".0098497",".3338475",".7384947","-.1713838",".02356","-7.274349","3.48e-13",".0263381",".0202967","1.297651",".1944074","-.0328656",".0190132","-1.72857",".0838861","-.0330826",".0191986","-1.723175",".0848568","-.0280218",".0181833","-1.541069",".1233"
"stateyrv82","-.0126866",".0158404","-.800906",".4231861","-.0174419",".0106689","-1.634831",".1020846","-.0060229",".0125589","-.4795757",".6315292","-.0036026",".0115923","-.3107762",".7559707","-.008764",".0142414","-.6153865",".5382995","-.1550574",".0254719","-6.087386","1.15e-09",".0429152",".0233305","1.839443",".0658501","-.0136986",".0211163","-.6487196",".5165197","-.0135606",".0210414","-.6444728",".5192689","-.0167792",".0218441","-.7681355",".4424067"
"stateyrv83","-.0059102",".0130311","-.4535423",".6501583",".0013981",".0097524",".1433548",".88601",".0009496",".0096607",".0982913",".921701","-.0026056",".0098051","-.2657354",".790443",".0049757",".0099343",".5008615",".6164686","-.1686054",".0242783","-6.9447","3.79e-12",".0503164",".0226991","2.216669",".0266457","-.0266564",".0198273","-1.344432",".1788087","-.0268937",".0199626","-1.3472",".1779158","-.0213601",".0192193","-1.111387",".2664018"
"stateyrv84","-.0356782",".0189201","-1.885734",".0593308","-.0317304",".0114448","-2.77247",".0055633","-.0284566",".0147885","-1.924235",".0543251","-.0182558",".0152878","-1.194145",".2324214","-.0400087",".0162716","-2.458801",".0139402","-.1866522",".0256302","-7.282495","3.28e-13",".0342082",".0231945","1.474841",".1402553","-.0347458",".0212654","-1.633913",".1022772","-.0337603",".0210827","-1.601327",".1093045","-.0567481",".0224846","-2.523872",".011607"
"stateyrv85","-.0148798",".013298","-1.11895",".2631614",".0018731",".0088599",".2114125",".8325654","-.0082617",".0100567","-.8215117",".4113549","-.0109054",".0098549","-1.106604",".2684651","-.0052676",".0105833","-.4977291",".618675","-.1999294",".0235732","-8.481213","0",".025491",".0208037","1.225314",".2204569","-.0563264",".019425","-2.899686",".0037354","-.0564844",".0195628","-2.887345",".0038851","-.0527978",".0189015","-2.79331",".0052172"
"stateyrv86",".0059335",".0124324",".4772581",".6331784","-.0087531",".0083634","-1.046596",".2952861",".0133781",".0087922","1.521583",".1281135",".0109505",".0088532","1.236904",".2161226",".0161273",".0090851","1.775145",".0758739","-.1746896",".0240793","-7.254758","4.02e-13",".0417312",".0200405","2.082343",".0373111","-.0295766",".0199208","-1.484706",".1376217","-.0297212",".0201401","-1.475721",".1400187","-.0263482",".0193004","-1.365166",".172201"
"stateyrv87","-.0252447",".0136295","-1.852213",".0639953","-.0166501",".0103973","-1.601387",".1092913","-.0177439",".0102924","-1.723978",".0847118","-.0214131",".0110131","-1.94433",".0518557","-.0135887",".0102784","-1.322068",".1861456","-.2324869",".0261481","-8.891169","0",".0363006",".0204565","1.774522",".0759768","-.0926823",".0238778","-3.881521",".0001038","-.0929303",".0241401","-3.849625",".0001183","-.0871445",".0229783","-3.792468",".0001492"
"stateyrv88","-.0207475",".0238665","-.8693158",".3846744","-.0059328",".0144075","-.4117857",".6804965","-.0146018",".0211162","-.6915007",".489251","-.0232694",".0219443","-1.060383",".2889706","-.004786",".0210344","-.2275333",".8200091","-.1942477",".0338417","-5.739897","9.47e-09",".0415352",".0326225","1.27321",".2029435","-.0619046",".026796","-2.31022",".020876","-.0624222",".0272992","-2.286591",".0222197","-.0503476",".0243185","-2.070337",".0384208"
"stateyrv89","-.0247851",".01507","-1.644662",".1000395","-.0483156",".0105003","-4.601362","4.20e-06","-.017743",".0121812","-1.456592",".1452291","-.0229354",".0128898","-1.779339",".0751842","-.0118627",".0119822","-.9900298",".3221595","-.1531012",".0254283","-6.020902","1.73e-09",".0336329",".0234818","1.432299",".1520584","-.0121962",".022323","-.5463521",".5848239","-.0125838",".0225621","-.5577403",".5770217","-.0035424",".0218191","-.162352",".8710287"
"stateyrv90","-.0463287",".0137294","-3.374426",".0007397","-.0206743",".0091158","-2.267963",".0233315","-.0400574",".0105576","-3.794166",".0001481","-.0409487",".0101137","-4.048836",".0000515","-.039048",".0113829","-3.43042",".0006026","-.1692663",".0270358","-6.260824","3.83e-10",".0393489",".0210886","1.865882",".0620579","-.0248445",".0230124","-1.079613",".2803147","-.0249343",".023046","-1.081936",".2792811","-.0228387",".023327","-.9790645",".3275481"
"stateyrv91","-.0557775",".0146502","-3.807285",".0001405","-.0005375",".0099923","-.0537919",".9571009","-.0493401",".0121418","-4.063669",".0000483","-.0546666",".012152","-4.498584","6.84e-06","-.043308",".0121547","-3.563066",".0003665","-.168273",".0245725","-6.848022","7.49e-12",".0281853",".020377","1.383189",".166607","-.0253162",".0204474","-1.238116",".2156729","-.0257221",".0207814","-1.237746",".2158101","-.0162557",".0199572","-.814529",".415342"
"stateyrv92","-.0411919",".0128503","-3.205519",".0013482","-.0160966",".0089259","-1.803347",".0713337","-.0350221",".0092528","-3.785022",".0001537","-.0356968",".0089221","-4.00092",".0000631","-.0342581",".0098595","-3.47461",".0005116","-.1761248",".0234321","-7.516398","5.64e-14",".0304517",".020438","1.489955",".136236","-.0356032",".0189193","-1.881845",".059857","-.0355874",".0189506","-1.877906",".060394","-.0359573",".018147","-1.981447",".0475411"
"stateyrv93","-.0146811",".0181688","-.8080424",".4190662","-.0267715",".0092548","-2.892708",".0038194","-.0095427",".0148417","-.6429665",".5202458","-.0197356",".0160213","-1.231836",".2180102",".0020006",".0151697",".1318801",".8950791","-.1840309",".0255235","-7.210268","5.58e-13",".0336872",".0216159","1.558449",".1191269","-.0481392",".0212879","-2.261344",".023738","-.0488632",".0218582","-2.23546",".0253872","-.0319754",".0208871","-1.530868",".125802"
"stateyrv94","-.0507242",".0153754","-3.299053",".0009701",".0003199",".009037",".0354037",".9717578","-.0440515",".0122405","-3.598847",".0003196","-.0483642",".0130258","-3.712957",".0002049","-.0391676",".0121055","-3.235528",".0012142","-.1632724",".0238963","-6.832532","8.34e-12",".0545698",".0207592","2.628702",".0085711","-.0204265",".0195524","-1.044702",".2961606","-.0207345",".0197298","-1.050922",".2932946","-.0135497",".0188581","-.7185076",".4724444"
"stateyrv95",".0065408",".0295171",".2215923",".8246313","-.0203554",".0099892","-2.037731",".0415768",".0095604",".0228967",".417543",".6762813","-.0145578",".0281846","-.5165163",".6054938",".0368738",".0219771","1.67783",".0933804","-.1738747",".0295541","-5.883276","4.02e-09",".0350705",".0221416","1.583919",".1132121","-.0435346",".0234527","-1.856277",".0634141","-.0456531",".0256433","-1.780316",".0750242",".0037626",".0254383",".1479092",".8824144"
"stateyrv96","-.075497",".0126718","-5.957871","2.56e-09","-.0012856",".0084076","-.1529123",".8784675","-.068947",".0090906","-7.58442","3.33e-14","-.0725852",".0094579","-7.67456","1.67e-14","-.0648269",".009237","-7.01821","2.25e-12","-.1935613",".0236393","-8.188122","2.22e-16",".0331632",".021162","1.567111",".1170887","-.0510504",".0193733","-2.635084",".0084116","-.0512989",".019578","-2.620228",".0087871","-.0455017",".0186775","-2.436181",".0148433"
"stateyrv97","-.0411293",".0127887","-3.216075",".0012996",".0231691",".0084051","2.756556",".0058414","-.0339304",".0093348","-3.634834",".0002782","-.0387317",".0100905","-3.838417",".0001238","-.0284931",".0090536","-3.147159",".0016487","-.1596978",".0242115","-6.595951","4.23e-11",".0590167",".0202423","2.915509",".0035511","-.0164129",".0198984","-.8248367",".4094643","-.0167801",".0204294","-.8213687",".4114363","-.0082155",".0193654","-.424239",".6713915"
