"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","",""
"stateyrv311","-.218633",".0237087","-9.221619","3.11e-19","-.0429034",".0090085","-4.762527","1.91e-06","-.2177769",".0235943","-9.230054","2.90e-19","-.0427593",".0089726","-4.76553","1.88e-06",".2443362",".0039013","62.62925","8.5e-271",".0153017",".0188617",".8112579",".4172176",".2443936",".0040413","60.47334","1.1e-262",".0154507",".0190608",".8106017",".4175944"
"stateyrv312","-.1918296",".0237593","-8.073868","2.82e-15","-.011338",".0097382","-1.164284",".2443089","-.1911793",".023622","-8.093274","2.44e-15","-.0134412",".0096289","-1.395924",".1627374",".2552171",".0040825","62.51511","2.3e-270",".0284612",".0192447","1.47891",".1391643",".2549769",".004071","62.63274","8.3e-271",".0273285",".0193434","1.412804",".1577135"
"stateyrv313","-.2255035",".0243075","-9.277123","1.95e-19","-.0428066",".0113636","-3.766987",".0001652","-.224793",".0242231","-9.280105","1.91e-19","-.0473203",".0099641","-4.749073","2.04e-06",".2580383",".0060723","42.49412","4.4e-186",".0325996",".0199534","1.63379",".1023029",".257624",".0059942","42.97903","2.2e-188",".0296137",".0197714","1.497806",".1341837"
"stateyrv314","-.2022873",".0239756","-8.437217","1.75e-16","-.024345",".0094759","-2.569163",".0101944","-.2010559",".0238642","-8.425006","1.92e-16","-.0293939",".0098127","-2.995502",".0027399",".2494058",".004313","57.82618","2.1e-252",".0212",".0190932","1.110341",".2668521",".2493504",".0043046","57.9266","8.6e-253",".0184378",".0191933",".960636",".3367352"
"stateyrv315","-.2221525",".0249102","-8.918149","3.80e-18","-.0200789",".0147235","-1.36373",".1726525","-.2208833",".0248358","-8.893727","4.63e-18","-.0460369",".0124831","-3.687926",".0002261",".2515292",".008567","29.3602","1.5e-119",".0340232",".021644","1.57195",".1159622",".250068",".0084447","29.61252","6.7e-121",".0206363",".0204034","1.011415",".3118179"
"stateyrv316","-.2075677",".0236757","-8.767133","1.29e-17","-.0322927",".0088732","-3.63936",".0002733","-.2069272",".0235341","-8.79266","1.05e-17","-.0298616",".009084","-3.287291",".0010116",".256042",".0040706","62.90088","8.3e-272",".0267435",".0190008","1.407497",".1592801",".2561358",".0041198","62.17115","4.4e-269",".0280712",".01929","1.455224",".1456074"
"stateyrv317","-.2080209",".0235633","-8.828172","7.87e-18","-.0250223",".0089715","-2.789073",".0052859","-.2074691",".0234532","-8.846077","6.81e-18","-.0283952",".0085477","-3.321957",".0008939",".2388267",".0030091","79.36928","0",".0133846",".0190204",".7036978",".481621",".238414",".0029625","80.47814","0",".0110412",".0190548",".5794451",".5622889"
"stateyrv318","-.2101914",".0244449","-8.598561","4.93e-17","-.0289151",".0109793","-2.633604",".0084484","-.2092676",".0243882","-8.580693","5.68e-17","-.0340966",".0098594","-3.458291",".0005436",".2267705",".0065797","34.46516","2.2e-146",".0004305",".0198385",".0217005",".9826868",".2264734",".0065762","34.43822","3.0e-146","-.0023179",".0196298","-.1180781",".9060058"
"stateyrv319","-.1902366",".0216965","-8.768085","1.28e-17","-.0140133",".0109247","-1.282716",".1995915","-.1895899",".021725","-8.726789","1.78e-17","-.0124456",".0113854","-1.093119",".2743418",".2590733",".0148471","17.44941","8.47e-56",".0315521",".0247204","1.276356",".2018296",".2589335",".0149928","17.27055","6.90e-55",".0310817",".0253626","1.225496",".2203883"
"stateyrv320","-.2244915",".0240391","-9.338605","1.17e-19","-.039",".0104409","-3.735325",".0001875","-.2234382",".0239469","-9.330564","1.25e-19","-.0489165",".0104635","-4.674987","2.94e-06",".2074224",".0053439","38.81499","2.6e-168","-.0170865",".0197719","-.8641781",".38749",".2068833",".0053538","38.64262","1.8e-167","-.0224567",".0196133","-1.14497",".2522214"
"stateyrv321","-.1949338",".0240509","-8.105045","2.23e-15","-.0216351",".0114544","-1.888795",".0589194","-.1930961",".0239044","-8.077834","2.74e-15","-.0280661",".0114032","-2.461243",".0138456",".2370452",".0117023","20.25636","1.89e-70",".0066998",".0223099",".3003063",".7639435",".2372664",".0116155","20.42669","2.35e-71",".0035796",".0226577",".1579862",".8744677"
"stateyrv322","-.2133201",".0236065","-9.036511","1.44e-18","-.0444928",".008665","-5.134777","2.82e-07","-.2116716",".0234822","-9.014145","1.73e-18","-.0454437",".0088788","-5.118252","3.08e-07",".2033174",".0034487","58.9549","8.1e-257","-.029",".0188565","-1.537931",".1240655",".2037995",".0034056","59.84162","3.0e-260","-.0291994",".0191274","-1.526573",".1268673"
"stateyrv323","-.1888415",".0237308","-7.957651","6.73e-15","-.0157556",".0089689","-1.756686",".0789714","-.1875786",".0235904","-7.951492","7.05e-15","-.0169407",".0093542","-1.811028",".0701366",".205989",".0047977","42.93471","3.6e-188","-.0242822",".0191645","-1.267046",".205139",".2062055",".0047984","42.97419","2.4e-188","-.0247079",".0193283","-1.278327",".2011343"
"stateyrv324","-.2059395",".0241581","-8.524644","8.83e-17","-.0304185",".0100402","-3.029661",".0024483","-.2046082",".0240439","-8.509773","9.92e-17","-.0342828",".0101154","-3.389169",".000701",".2350591",".0115884","20.28402","1.35e-70",".0053438",".0219114",".2438836",".807321",".2352018",".0115676","20.3328","7.42e-71",".003971",".0223344",".1777985",".8588812"
"stateyrv325","-.1956941",".0241208","-8.113096","2.10e-15","-.0265088",".0099801","-2.65616",".0079036","-.193697",".0240422","-8.056531","3.22e-15","-.0308365",".0099999","-3.083674",".0020446",".2383299",".0076815","31.02637","2.0e-128",".0061733",".0199822",".3089407",".7573666",".2387879",".0076749","31.11296","7.0e-129",".0042282",".0202523",".2087743",".8346244"
"stateyrv326","-.2037318",".0242662","-8.39571","2.42e-16","-.0411851",".0109279","-3.768789",".000164","-.2023658",".0241398","-8.383091","2.66e-16","-.034292",".0097985","-3.499729",".0004657",".2190986",".0132032","16.59437","1.79e-51","-.0165676",".0220648","-.7508606",".4527365",".220023",".0133887","16.43352","1.15e-50","-.0121078",".022846","-.5299729",".5961307"
"stateyrv327","-.2003219",".0237297","-8.44181","1.69e-16","-.0262967",".0092502","-2.842818",".0044717","-.1984613",".0236372","-8.396156","2.41e-16","-.0335482",".0096575","-3.473794",".0005132",".23321",".0053069","43.94501","6.8e-193",".0033179",".0193165",".1717669",".8636208",".2333715",".0052664","44.31369","1.3e-194","-.0002976",".0195181","-.0152458",".9878361"
"stateyrv328","-.2068382",".0236599","-8.742148","1.57e-17","-.0302158",".0087013","-3.47257",".0005155","-.2053099",".0235908","-8.702968","2.15e-17","-.036754",".0085751","-4.286116",".0000182",".2118546",".0040298","52.57146","5.0e-231","-.016309",".0190576","-.8557753",".3921221",".211792",".0039346","53.82862","2.9e-236","-.0199868",".0193329","-1.033823",".3012189"
"stateyrv329","-.2019083",".0253565","-7.962794","6.48e-15","-.0284605",".0112035","-2.540313",".0110753","-.2007631",".025182","-7.972476","6.03e-15","-.0289176",".0132226","-2.186989",".0287434",".2079097",".0081214","25.60027","2.84e-99","-.0219438",".020011","-1.096583",".2728237",".2080721",".0082018","25.3691","5.09e-98","-.0223821",".0206913","-1.081716",".2793785"
"stateyrv330","-.2093262",".0247058","-8.472753","1.33e-16","-.0279643",".0105474","-2.65129",".0080185","-.2078112",".0247776","-8.387055","2.58e-16","-.0384273",".0104295","-3.684466",".0002292",".2369533",".017157","13.81085","4.91e-38",".0092311",".0209117",".4414347",".6588984",".2368311",".0171624","13.79938","5.55e-38",".0042084",".0211553",".1989276",".8423194"
"stateyrv331","-.231015",".0243533","-9.485965","3.34e-20","-.0441911",".0110379","-4.003596",".0000624","-.2305691",".0242282","-9.516542","2.57e-20","-.0498918",".0108506","-4.598088","4.26e-06",".208304",".0085651","24.32005","2.49e-92","-.0155995",".0207678","-.7511403",".4525682",".2076904",".0086075","24.12895","2.71e-91","-.0187846",".0208458","-.9011229",".367523"
"stateyrv332","-.1854965",".0237127","-7.822682","1.82e-14","-.0153707",".0088623","-1.734405",".0828462","-.1839391",".0236078","-7.791443","2.29e-14","-.0166274",".0084799","-1.960818",".0499003",".2135853",".005906","36.16426","4.6e-155","-.0172398",".0193177","-.8924394",".3721575",".2138722",".0059725","35.80931","2.9e-153","-.018441",".0195029","-.945553",".3443766"
"stateyrv333","-.2015861",".0236869","-8.510461","9.87e-17","-.0321441",".0086891","-3.699367",".0002161","-.2003103",".02353","-8.512992","9.67e-17","-.0303359",".0087241","-3.477238",".0005066",".1944335",".0035017","55.52525","3.3e-243","-.0375841",".0188628","-1.992494",".0463169",".1948793",".0034977","55.71672","5.5e-244","-.0363784",".019076","-1.907024",".0565175"
"stateyrv334","-.1914261",".0237088","-8.074071","2.82e-15","-.0252007",".0086344","-2.918631",".0035157","-.189379",".0235946","-8.026383","4.03e-15","-.0274457",".008851","-3.100842",".0019297",".2094354",".0039952","52.42186","2.1e-230","-.0240926",".0189506","-1.271332",".2036106",".2100733",".0039789","52.79748","5.6e-232","-.0248465",".0191405","-1.298109",".1942499"
"stateyrv335","-.2188429",".0238609","-9.171628","4.72e-19","-.0465118",".0093344","-4.982833","6.27e-07","-.2179988",".0236962","-9.199739","3.73e-19","-.0433638",".0095748","-4.528976","5.93e-06",".2501004",".0068754","36.37595","3.9e-156",".0199203",".0197228","1.010018",".3124869",".2503081",".0069093","36.22794","2.2e-155",".0211167",".0199917","1.056274",".2908432"
"stateyrv336","-.1987211",".0243109","-8.174143","1.32e-15","-.0240002",".0115284","-2.081836",".0373575","-.198169",".0241513","-8.205328","1.04e-15","-.0203177",".0108866","-1.866301",".0619992",".2408172",".0065442","36.79831","2.9e-158",".0111741",".0196514",".5686143",".5696179",".240957",".0065072","37.02942","2.0e-159",".0132545",".0198838",".6666",".5050277"
"stateyrv337","-.2179224",".0251826","-8.653695","3.18e-17","-.0367299",".0127013","-2.891829",".0038301","-.2164921",".025065","-8.637226","3.63e-17","-.0463018",".0127728","-3.625031",".0002889",".2271282",".0160455","14.15529","1.24e-39",".0006008",".0244529",".0245704",".9803976",".2268515",".0160625","14.12307","1.75e-39","-.0042359",".024363","-.1738681",".8619691"
"stateyrv338","-.1993873",".0236541","-8.429309","1.86e-16","-.0215279",".0093435","-2.304043",".0212203","-.1984744",".0235223","-8.437729","1.74e-16","-.0237003",".008838","-2.681646",".0073261",".2245861",".0040755","55.1065","1.7e-241","-.0034673",".0190092","-.1824005",".8552684",".224514",".0041321","54.3336","2.4e-238","-.0045799",".0191451","-.2392211",".8109341"
"stateyrv339","-.2125775",".0236587","-8.985169","2.20e-18","-.0335936",".0089472","-3.754656",".0001736","-.2117393",".0235478","-8.991902","2.08e-18","-.0360664",".0085072","-4.239522",".0000224",".2060194",".0037564","54.84436","1.9e-240","-.0216059",".0189367","-1.140953",".2538894",".2058918",".0037511","54.8884","1.3e-240","-.0227385",".0190897","-1.191141",".2335984"
"stateyrv340","-.2015341",".0245938","-8.194505","1.13e-15","-.0260893",".0104237","-2.502888",".0123184","-.2007719",".0244684","-8.205367","1.04e-15","-.024875",".0106886","-2.32724",".0199525",".202134",".0075195","26.88139","3.3e-106","-.0268055",".019786","-1.354774",".1754896",".2021799",".0076218","26.52643","2.7e-104","-.0262113",".0200569","-1.306849",".191264"
"stateyrv341","-.2018509",".0231652","-8.71354","1.98e-17","-.0232442",".0153359","-1.515672",".1296024","-.2017051",".0230745","-8.741476","1.58e-17","-.019295",".0140235","-1.375904",".1688514",".224073",".012844","17.44573","8.84e-56","-.0031169",".0270529","-.1152143",".9082752",".223893",".0127707","17.53184","3.21e-56","-.0020656",".0271696","-.0760246",".9393995"
"stateyrv342","-.2138446",".0241844","-8.842239","7.03e-18","-.0382849",".0104568","-3.661249",".000251","-.2110307",".0242164","-8.714384","1.96e-17","-.0552441",".0129821","-4.255416",".0000209",".2436728",".0129699","18.7876","1.04e-62",".014556",".0226757",".6419202",".520925",".2437242",".0129299","18.84965","4.92e-63",".0057413",".0213353",".2690987",".7878537"
"stateyrv343","-.193381",".0241025","-8.023266","4.13e-15","-.0190769",".009936","-1.919983",".05486","-.1914408",".0240239","-7.96877","6.20e-15","-.0272678",".0101842","-2.677455",".0074184",".2625376",".0076731","34.21541","4.2e-145",".0327385",".0202313","1.618214",".1056165",".2626873",".007606","34.53694","9.3e-147",".0292034",".0200249","1.458353",".1447434"
"stateyrv344","-.1866586",".0236224","-7.901764","1.02e-14","-.0073458",".0090026","-.8159698",".4145174","-.1841595",".0235899","-7.806713","2.05e-14","-.0247311",".0091895","-2.691231",".0071189",".2535833",".0037065","68.41532","1.2e-291",".0262631",".0191579","1.370877",".1704134",".2534017",".0036675","69.09327","5.4e-294",".0172865",".0196969",".8776229",".3801484"
"stateyrv345","-.1791413",".0236738","-7.567075","1.16e-13","-.0040912",".0088775","-.4608531",".644904","-.1751402",".023783","-7.36408","4.85e-13","-.0310749",".0093654","-3.318065",".0009064",".2593059",".0037898","68.42124","1.2e-291",".0299936",".0189159","1.585632",".1128229",".2593736",".0037534","69.10431","4.9e-294",".0162458",".020006",".8120469",".4167647"
"stateyrv346","-.1972373",".0241378","-8.171318","1.35e-15","-.0141424",".0110204","-1.283296",".1993883","-.1954642",".0240506","-8.12722","1.89e-15","-.0283565",".0106744","-2.656489",".0078959",".2747615",".0112459","24.43207","6.15e-93",".0490609",".0219522","2.234896",".0254242",".2743721",".0111878","24.52427","1.95e-93",".0411544",".0219564","1.874367",".0608798"
"stateyrv347","-.1798531",".0238825","-7.530756","1.50e-13",".0043738",".0097122",".450347",".6524603","-.1777858",".0239236","-7.431387","3.02e-13","-.0133972",".0087586","-1.529604",".1261148",".2762721",".0106665","25.901","6.6e-101",".0507677",".0217173","2.337664",".0194047",".2758546",".0106188","25.97795","2.5e-101",".0414629",".0219016","1.893148",".0583382"
"stateyrv348","-.2024331",".0248581","-8.143535","1.67e-15","-.0329613",".0118774","-2.775125",".0055181","-.2006263",".0247789","-8.096649","2.38e-15","-.035857",".0120557","-2.974284",".0029367",".2609083",".0117611","22.18399","8.98e-81",".0286864",".0218799","1.311088",".1898282",".2613751",".0117545","22.23625","4.69e-81",".0269626",".0222963","1.209286",".2265529"
"stateyrv349","-.1761011",".0237143","-7.425933","3.14e-13",".003554",".0090392",".3931737",".6941912","-.1741642",".0236865","-7.352874","5.24e-13","-.0091707",".0092574","-.9906264",".3218681",".2535768",".0059105","42.90246","5.2e-188",".0263819",".0195303","1.35082",".1767532",".2533834",".0058855","43.05217","1.0e-188",".0197859",".0199595",".9913034",".3215374"
"stateyrv350","-.179755",".023683","-7.590042","9.82e-14","-.0109329",".008786","-1.244352",".21337","-.1772641",".0236714","-7.488543","2.02e-13","-.0193017",".0088574","-2.179157",".02932",".266429",".0041949","63.51302","4.5e-274",".0338568",".0190569","1.776621",".0756307",".2669371",".0040871","65.31167","1.2e-280",".0299236",".0194259","1.540401",".1234626"
"stateyrv351","-.191168",".0243865","-7.839086","1.62e-14","-.0170408",".0108938","-1.564271",".1177539","-.1883472",".024409","-7.716293","3.96e-14","-.032839",".011187","-2.935447",".0033307",".2622656",".0046101","56.88988","1.1e-248",".0320803",".0191734","1.673165",".0942949",".2624569",".004546","57.73305","4.9e-252",".0240226",".019756","1.215965",".2239982"
"stateyrv352","-.1877762",".0223892","-8.386913","2.59e-16","-.0016252",".0155503","-.1045126",".9167626","-.1871565",".0223901","-8.358888","3.21e-16","-.0082842",".0150863","-.5491201",".5829231",".2703334",".0238947","11.31355","4.08e-27",".0423191",".0300968","1.406102",".159694",".2702498",".0239211","11.29755","4.75e-27",".0377043",".0326401","1.15515",".2480288"
"stateyrv353","-.2145689",".0240832","-8.909496","4.07e-18","-.052494",".0110527","-4.74943","2.04e-06","-.2108942",".0241077","-8.74799","1.50e-17","-.0655383",".012292","-5.331803","9.72e-08",".2554999",".010946","23.34175","4.99e-87",".0198534",".021423",".9267328",".3540653",".2564023",".0110169","23.27355","1.17e-86",".0136869",".0223886",".6113348",".540978"
"stateyrv354","-.1864836",".0239393","-7.789856","2.32e-14","-.0242612",".0091102","-2.663093",".0077426","-.1832826",".0239408","-7.655663","6.13e-14","-.0332577",".0094395","-3.523241",".0004263",".2666405",".0062322","42.78457","1.9e-187",".0319929",".0195922","1.632937",".1024823",".2674155",".0062487","42.79519","1.6e-187",".0269575",".0201764","1.336089",".1815202"
"stateyrv355","-.1725851",".0240696","-7.170256","1.85e-12","-.0016226",".0105427","-.1539039",".8776855","-.1711043",".0238849","-7.163707","1.93e-12","-.0029168",".0101359","-.2877707",".7735223",".2551438",".0056286","45.32963","2.8e-199",".0238426",".0196033","1.216256",".2238873",".2554937",".0055106","46.36421","5.5e-204",".0234002",".019732","1.185902",".2356609"
"stateyrv356","-.1831126",".023855","-7.676058","5.30e-14","-.0184451",".009247","-1.994714",".0460741","-.1814366",".023711","-7.651995","6.30e-14","-.016092",".0092938","-1.731478",".0833665",".261397",".0036576","71.46747","4.2e-302",".027147",".0189188","1.434921",".1513096",".2621328",".0036836","71.16178","4.5e-301",".0288185",".0190558","1.512327",".1304506"
"stateyrv357","-.1965552",".0241162","-8.150346","1.59e-15","-.0280467",".0094747","-2.960152",".0030749","-.1954218",".023969","-8.153101","1.55e-15","-.0241882",".0095304","-2.537991",".0111491",".2630177",".0088693","29.65488","4.0e-121",".030675",".0204838","1.497526",".1342563",".2635067",".0088862","29.65358","4.0e-121",".0324709",".0206619","1.571532",".1160592"
"stateyrv358","-.1703251",".0239238","-7.119471","2.61e-12","-.0015528",".0096368","-.1611359",".8719863","-.1685607",".0238037","-7.081271","3.38e-12","-.0034782",".0108298","-.3211729",".7480794",".2792922",".0073409","38.0459","1.6e-164",".0470147",".0202252","2.324564",".0200953",".2797685",".0072456","38.61215","2.6e-167",".0465517",".0206394","2.255481",".0241031"
"stateyrv359","-.1907289",".024409","-7.813887","1.94e-14","-.0217441",".0103685","-2.097122",".0359828","-.1883302",".0243763","-7.725959","3.69e-14","-.0294392",".0101231","-2.908127",".003636",".2625343",".0101222","25.93638","4.3e-101",".0307943",".0210269","1.464517",".1430527",".2629342",".0101368","25.9386","4.2e-101",".0266584",".0214826","1.240934",".2146303"
"stateyrv360","-.1683509",".0236854","-7.107806","2.82e-12","-.0045911",".0086321","-.5318667",".5948183","-.1649445",".0237393","-6.948168","8.23e-12","-.0167079",".0090904","-1.837979",".0660654",".2586197",".0072863","35.49392","1.2e-151",".0238575",".0199385","1.196555",".2314801",".2594081",".0072734","35.66522","1.6e-152",".0180652",".020739",".8710726",".3837145"
"stateyrv361","-.1446659",".0237197","-6.098975","1.73e-09",".0195312",".0089621","2.179302",".0293092","-.1424238",".0236478","-6.022717","2.72e-09",".0172981",".0086466","2.000565",".0454393",".2825183",".0054004","52.31428","6.0e-230",".0477109",".0195132","2.445058",".0144829",".2833226",".0051196","55.34026","1.9e-242",".0473345",".0194831","2.429513",".0151191"
"stateyrv362","-.1770256",".0241196","-7.339492","5.75e-13","-.0103657",".0109654","-.9453079",".3445017","-.1748372",".0240009","-7.284625","8.41e-13","-.0142255",".0114318","-1.244387",".2133572",".2688643",".0095813","28.06127","1.4e-112",".0354191",".0210584","1.681945",".0925794",".269489",".0094909","28.39452","2.3e-114",".0333427",".0213083","1.564778",".1176349"
"stateyrv363","-.228343",".02989","-7.639452","6.89e-14","-.0606402",".012719","-4.767677","1.86e-06","-.2262889",".0297987","-7.593931","9.55e-14","-.064206",".0133986","-4.791984","1.65e-06",".246507",".0184118","13.38852","4.21e-36",".0138684",".0258681",".5361179",".5918771",".2470304",".0183384","13.47064","1.78e-36",".0135925",".0255326",".5323572",".5944786"
"stateyrv364","-.1935742",".0242965","-7.967172","6.27e-15","-.029853",".0105696","-2.824405",".0047369","-.1912069",".0241953","-7.902646","1.01e-14","-.0327831",".010906","-3.005978",".0026473",".2287795",".0113141","20.2207","2.92e-70","-.0059893",".0217914","-.2748453",".7834351",".2295773",".0112999","20.31677","9.03e-71","-.0071778",".0223604","-.3210024",".7482086"
"stateyrv365","-.1742609",".0237028","-7.351913","5.27e-13",".0043923",".0095111",".4618104",".6442173","-.171332",".0237247","-7.22166","1.30e-12","-.0162168",".0089294","-1.816124",".0693514",".2621855",".0077933","33.64234","3.9e-142",".0330936",".0202456","1.634607",".1021315",".2622332",".0077319","33.9159","1.5e-143",".023988",".020716","1.157947",".2468856"
"stateyrv366","-.1761066",".0237507","-7.414802","3.40e-13","-.0002822",".009634","-.0292878",".976635","-.174512",".0235791","-7.401133","3.74e-13","-.0067246",".0096448","-.6972321",".4856576",".2307647",".0030758","75.02469","7.3e-314",".0017719",".0189678",".0934184",".9255712",".2308104",".0029521","78.1859","0","-.0014736",".0192402","-.0765922",".938948"
"stateyrv367","-.1806686",".0239267","-7.550908","1.30e-13","-.0022907",".0100332","-.2283129",".819403","-.1782547",".0238717","-7.467208","2.35e-13","-.0181288",".0100553","-1.802907",".0714028",".241596",".004543","53.17947","1.4e-233",".0138607",".019165",".7232279",".4695399",".2414698",".0045056","53.59335","2.7e-235",".0057401",".0193531",".296601",".7667712"
"stateyrv368","-.1824038",".0239033","-7.630911","7.33e-14","-.0060453",".0094652","-.6386885",".5230256","-.1808761",".023817","-7.594402","9.52e-14","-.0123533",".009043","-1.366053",".1719224",".242484",".0139265","17.41172","1.32e-55",".0131608",".0232399",".5663026",".5711881",".2425743",".013899","17.45261","8.15e-56",".0108688",".0234355",".4637746",".6428092"
"stateyrv369","-.1619208",".024223","-6.684593","4.61e-11",".0096336",".0093342","1.032086",".302032","-.1607578",".0241819","-6.647857","5.84e-11",".0106342",".0087603","1.213908",".2247828",".2449487",".007178","34.12506","1.2e-144",".0141141",".0200117",".7052909",".4806292",".2452408",".0071039","34.52222","1.1e-146",".015145",".0205083",".7384831",".4602209"
"stateyrv370","-.1869395",".0247432","-7.555194","1.26e-13",".0091256",".0141505",".6448917",".5189974","-.1846529",".0247671","-7.455583","2.55e-13","-.0206715",".0111117","-1.860339",".0628376",".2311678",".0088867","26.01291","1.6e-101",".0107389",".0214872",".499783",".6172279",".2300824",".0088171","26.09497","5.9e-102","-.0041817",".0206871","-.2021418",".8398059"
"stateyrv371","-.1536077",".0236385","-6.498192","1.51e-10",".017625",".0089391","1.971669",".0486474","-.1509622",".0236154","-6.392518","2.92e-10",".0058394",".0096832",".6030435",".5464798",".2481838",".0073406","33.80982","5.3e-143",".0169815",".0196832",".8627364",".3882824",".2485109",".0073881","33.63651","4.2e-142",".0111298",".0201387",".5526599",".5804963"
"stateyrv372","-.1410486",".0236946","-5.952775","4.10e-09",".0287069",".0086902","3.303359",".0009553","-.1390065",".0236312","-5.882319","6.17e-09",".023496",".0086696","2.710171",".0067249",".2644959",".0044184","59.86278","2.5e-260",".0326606",".0191333","1.707005",".087821",".2649113",".0042411","62.46259","3.6e-270",".0302348",".0193717","1.560771",".1185777"
"stateyrv373","-.173174",".0238709","-7.254592","1.03e-12","-.0058715",".0100616","-.5835602",".5595163","-.1711166",".0237857","-7.194097","1.57e-12","-.009125",".0096977","-.9409438",".3467337",".2160547",".0140662","15.35985","2.24e-45","-.0171709",".0239435","-.717142",".4732865",".2166518",".0139346","15.54774","2.72e-46","-.0187839",".0238669","-.7870262",".4312665"
"stateyrv374","-.1910181",".0238253","-8.017443","4.31e-15","-.0166502",".0119418","-1.394278",".1632336","-.1892707",".0238722","-7.928499","8.36e-15","-.0231974",".010399","-2.230727",".0256992",".2284849",".0095267","23.98367","1.66e-90","-.0017953",".0221215","-.0811571",".935317",".228701",".0094976","24.07998","4.99e-91","-.0030898",".0223533","-.1382252",".8900624"
"stateyrv375","-.1848838",".0239306","-7.725829","3.69e-14","-.0109973",".0094917","-1.158621",".2466107","-.1835746",".0237909","-7.716174","3.96e-14","-.0132735",".010152","-1.307484",".1910485",".2653765",".0179024","14.82352","8.58e-43",".0353612",".0255363","1.384746",".1661302",".2655587",".0179481","14.7959","1.16e-42",".0343076",".0253758","1.351977",".1763825"
"stateyrv376","-.1637583",".023808","-6.8783","1.31e-11",".0072943",".0091812",".7944783",".426917","-.1618197",".0237074","-6.825691","1.85e-11",".0018898",".0091815",".2058281",".8369252",".266255",".0184822","14.406","8.23e-41",".0356919",".0261094","1.367015",".1716205",".266504",".0184685","14.43022","6.32e-41",".032373",".0264319","1.22477",".2206619"
"stateyrv377","-.1664276",".0238106","-6.989633","6.25e-12",".0050309",".0093076",".5405184",".5888396","-.1645161",".0235913","-6.973586","6.95e-12","-.0004811",".0095239","-.0505195",".9597084",".253954",".0066898","37.96112","4.4e-164",".0228797",".0198285","1.15388",".2485495",".2542705",".0066202","38.40844","2.6e-166",".0202457",".0202696",".9988198",".317882"
"stateyrv378","-.1795191",".0236063","-7.604719","8.84e-14","-.0035974",".0088664","-.4057356",".6849369","-.1780882",".0234904","-7.581331","1.05e-13","-.0086806",".0088191","-.9842956",".3249702",".2610795",".0073412","35.56363","5.1e-152",".0321629",".0200003","1.608123",".1078082",".2611166",".0073204","35.66948","1.5e-152",".0296448",".0201394","1.471985",".1410249"
"stateyrv379","-.1993758",".0240129","-8.302856","4.95e-16","-.0179025",".0101148","-1.769926",".0767395","-.1985452",".0239112","-8.303441","4.93e-16","-.0224309",".0094717","-2.368197",".017875",".2458265",".0089247","27.5446","8.5e-110",".0191565",".0208594",".9183617",".3584295",".2455741",".0088914","27.61915","3.4e-110",".0174771",".0207958",".8404157",".4006754"
"stateyrv380","-.1447329",".0237997","-6.08129","1.93e-09",".0323447",".0094963","3.406011",".0006592","-.1438647",".0236615","-6.080113","1.94e-09",".031233",".0094025","3.321785",".0008944",".2522286",".0070007","36.02883","2.2e-154",".0238441",".0196559","1.213074",".2251015",".2522003",".0070263","35.89375","1.1e-153",".023176",".0198282","1.168842",".2424672"
"stateyrv381","-.1937261",".0243563","-7.953841","6.92e-15","-.029957",".0103053","-2.906951",".0036497","-.1928",".0241474","-7.984294","5.52e-15","-.020231",".0105367","-1.920055",".054851",".2544092",".0162173","15.68756","5.63e-47",".0199422",".0248086",".8038431",".4214876",".2551794",".0161883","15.76323","2.40e-47",".0249962",".024732","1.010682",".3121686"
"stateyrv382","-.154135",".0238014","-6.475886","1.74e-10",".0245611",".0094766","2.591769",".0095484","-.1525318",".0237355","-6.426325","2.36e-10",".0155948",".008814","1.769329",".076839",".2646678",".0126735","20.88357","8.60e-74",".0370099",".0223254","1.657747",".0973685",".264538",".0126998","20.83017","1.66e-73",".0323732",".0225096","1.438196",".1503785"
"stateyrv383","-.153642",".0236518","-6.495985","1.53e-10",".0221142",".0085771","2.578272",".0099296","-.1524649",".0235348","-6.478279","1.71e-10",".0194076",".0087763","2.21135",".0270116",".2480871",".0077304","32.09229","4.8e-134",".0190707",".0200167",".9527403",".3407217",".2481394",".0076376","32.48926","4.0e-136",".0177506",".0204155",".869464",".3845934"
"stateyrv384","-.1691631",".0241242","-7.012177","5.37e-12",".0063685",".0103033",".6180957",".5365123","-.1691334",".0238844","-7.081331","3.37e-12",".0139623",".0121181","1.152183",".2492459",".2322321",".0093778","24.76408","9.73e-95",".0028101",".0208491",".1347844",".8927824",".2323468",".0093785","24.77446","8.55e-95",".0068391",".0214722",".3185111",".7500973"
"stateyrv385","-.1710235",".021632","-7.906062","9.87e-15",".0072575",".0101454",".715353",".4743909","-.170146",".0216579","-7.856081","1.43e-14",".0050374",".0093868",".5366496",".5915097",".2470308",".0186865","13.21976","2.44e-35",".0191776",".027885",".6877378",".4916179",".2469328",".0187911","13.14091","5.52e-35",".0180648",".0281148",".6425372",".5205244"
"stateyrv386","-.1666132",".0259666","-6.416445","2.51e-10",".0049147",".0137886",".356436",".7215141","-.1659676",".0258009","-6.432623","2.27e-10",".0104956",".0140721",".7458459",".4557605",".2640289",".0601768","4.387555",".0000135",".0329329",".0626044",".5260479",".5988549",".2643586",".0600085","4.40535",".0000124",".0359476",".0627772",".5726215",".566901"
